CASE,HFO,LSFO,LNG,HFOLNG,Persian Gulf(LNG),Persian Gulf(method),Japan(LNG),Japan(method),Singapore(LNG),Singapore(method),Valid,Explanation
296,0,0,0,20,3,Ship to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
297,0,0,0,20,3,Ship to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
298,0,0,0,20,3,Ship to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
299,0,0,0,20,3,Ship to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
300,0,0,0,20,3,Ship to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
301,0,0,0,20,3,Ship to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
302,0,0,0,20,3,Ship to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
303,0,0,0,20,3,Ship to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
304,0,0,0,20,3,Ship to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
305,0,0,0,20,3,Ship to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
306,0,0,0,20,3,Ship to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
307,0,0,0,20,3,Ship to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
308,0,0,0,20,3,Ship to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
309,0,0,0,20,3,Ship to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
310,0,0,0,20,3,Ship to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
311,0,0,0,20,3,Ship to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
312,0,0,0,20,3,Ship to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
313,0,0,0,20,3,Ship to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
314,0,0,0,20,3,Ship to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
315,0,0,0,20,3,Ship to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
316,0,0,0,20,3,Ship to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
317,0,0,0,20,3,Ship to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
318,0,0,0,20,3,Ship to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
319,0,0,0,20,3,Ship to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
320,0,0,0,20,3,Ship to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
321,0,0,0,20,3,Ship to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
322,0,0,0,20,3,Ship to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
323,0,0,0,20,3,Ship to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
324,0,0,0,20,3,Ship to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
325,0,0,0,20,3,Ship to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
326,0,0,0,20,3,Ship to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
327,0,0,0,20,3,Ship to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
328,0,0,0,20,3,Ship to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
329,0,0,0,20,3,Ship to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
330,0,0,0,20,3,Ship to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
331,0,0,0,20,3,Ship to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
332,0,0,0,20,3,Ship to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
333,0,0,0,20,3,Ship to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
334,0,0,0,20,3,Ship to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
335,0,0,0,20,3,Ship to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
336,0,0,0,20,3,Ship to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
337,0,0,0,20,3,Ship to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
338,0,0,0,20,3,Ship to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
339,0,0,0,20,3,Ship to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
340,0,0,0,20,3,Ship to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
341,0,0,0,20,3,Ship to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
342,0,0,0,20,3,Ship to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
343,0,0,0,20,3,Ship to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
344,0,0,0,20,3,Ship to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
345,0,0,0,20,3,Ship to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
346,0,0,0,20,3,Ship to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
347,0,0,0,20,3,Ship to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
348,0,0,0,20,3,Ship to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
349,0,0,0,20,3,Ship to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
350,0,0,0,20,3,Ship to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
351,0,0,0,20,3,Ship to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
352,0,0,0,20,3,Ship to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
353,0,0,0,20,3,Ship to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
354,0,0,0,20,3,Ship to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
355,0,0,0,20,3,Shore to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
356,0,0,0,20,3,Shore to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
357,0,0,0,20,3,Shore to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
358,0,0,0,20,3,Shore to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
359,0,0,0,20,3,Shore to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
360,0,0,0,20,3,Shore to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
361,0,0,0,20,3,Shore to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
362,0,0,0,20,3,Shore to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
363,0,0,0,20,3,Shore to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
364,0,0,0,20,3,Shore to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
365,0,0,0,20,3,Shore to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
366,0,0,0,20,3,Shore to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
367,0,0,0,20,3,Shore to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
368,0,0,0,20,3,Shore to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
369,0,0,0,20,3,Shore to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
370,0,0,0,20,3,Shore to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
371,0,0,0,20,3,Shore to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
372,0,0,0,20,3,Shore to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
373,0,0,0,20,3,Shore to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
374,0,0,0,20,3,Shore to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
375,0,0,0,20,3,Shore to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
376,0,0,0,20,3,Shore to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
377,0,0,0,20,3,Shore to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
378,0,0,0,20,3,Shore to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
379,0,0,0,20,3,Shore to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
380,0,0,0,20,3,Shore to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
381,0,0,0,20,3,Shore to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
382,0,0,0,20,3,Shore to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
383,0,0,0,20,3,Shore to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
384,0,0,0,20,3,Shore to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
385,0,0,0,20,3,Shore to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
386,0,0,0,20,3,Shore to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
387,0,0,0,20,3,Shore to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
388,0,0,0,20,3,Shore to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
389,0,0,0,20,3,Shore to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
390,0,0,0,20,3,Shore to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
391,0,0,0,20,3,Shore to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
392,0,0,0,20,3,Shore to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
393,0,0,0,20,3,Shore to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
394,0,0,0,20,3,Shore to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
395,0,0,0,20,3,Shore to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
396,0,0,0,20,3,Shore to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
397,0,0,0,20,3,Shore to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
398,0,0,0,20,3,Shore to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
399,0,0,0,20,3,Shore to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
400,0,0,0,20,3,Shore to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
401,0,0,0,20,3,Shore to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
402,0,0,0,20,3,Shore to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
403,0,0,0,20,3,Shore to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
404,0,0,0,20,3,Shore to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
405,0,0,0,20,3,Shore to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
406,0,0,0,20,3,Shore to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
407,0,0,0,20,3,Shore to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
408,0,0,0,20,3,Shore to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
409,0,0,0,20,3,Shore to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
410,0,0,0,20,3,Shore to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
411,0,0,0,20,3,Shore to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
412,0,0,0,20,3,Shore to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
413,0,0,0,20,3,Shore to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
414,0,0,0,20,3,Shore to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
415,0,0,5,15,0,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
416,0,0,5,15,0,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
417,0,0,5,15,0,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
418,0,0,5,15,0,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
419,0,0,5,15,0,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
420,0,0,5,15,0,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
421,0,0,5,15,0,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
422,0,0,5,15,0,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
423,0,0,5,15,0,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
424,0,0,5,15,0,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
425,0,0,5,15,0,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
426,0,0,5,15,0,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
427,0,0,5,15,0,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
428,0,0,5,15,0,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
429,0,0,5,15,0,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
430,0,0,5,15,0,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
431,0,0,5,15,0,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
432,0,0,5,15,0,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
433,0,0,5,15,0,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
434,0,0,5,15,0,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
435,0,0,5,15,0,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
436,0,0,5,15,0,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
437,0,0,5,15,0,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
438,0,0,5,15,0,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
439,0,0,5,15,0,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
440,0,0,5,15,0,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
441,0,0,5,15,0,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
442,0,0,5,15,0,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
443,0,0,5,15,0,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
444,0,0,5,15,0,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
445,0,0,5,15,0,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
446,0,0,5,15,0,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
447,0,0,5,15,0,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
448,0,0,5,15,0,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
449,0,0,5,15,0,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
450,0,0,5,15,0,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
451,0,0,5,15,0,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
452,0,0,5,15,0,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
453,0,0,5,15,0,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
454,0,0,5,15,0,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
455,0,0,5,15,0,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
456,0,0,5,15,0,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
457,0,0,5,15,0,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
458,0,0,5,15,0,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
459,0,0,5,15,0,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
460,0,0,5,15,0,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
461,0,0,5,15,0,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
462,0,0,5,15,0,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
463,0,0,5,15,0,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
464,0,0,5,15,0,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
465,0,0,5,15,0,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
466,0,0,5,15,0,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
467,0,0,5,15,0,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
468,0,0,5,15,0,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
469,0,0,5,15,1,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
470,0,0,5,15,1,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
471,0,0,5,15,1,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
472,0,0,5,15,1,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
473,0,0,5,15,1,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
474,0,0,5,15,1,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
475,0,0,5,15,1,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
476,0,0,5,15,1,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
477,0,0,5,15,1,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
478,0,0,5,15,1,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
479,0,0,5,15,1,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
480,0,0,5,15,1,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
481,0,0,5,15,1,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
482,0,0,5,15,1,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
483,0,0,5,15,1,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
484,0,0,5,15,1,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
485,0,0,5,15,1,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
486,0,0,5,15,1,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
487,0,0,5,15,1,Truck to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
488,0,0,5,15,1,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
489,0,0,5,15,1,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
490,0,0,5,15,1,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
491,0,0,5,15,1,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
492,0,0,5,15,1,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
493,0,0,5,15,1,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
494,0,0,5,15,1,Truck to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
495,0,0,5,15,1,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
496,0,0,5,15,1,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
497,0,0,5,15,1,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
498,0,0,5,15,1,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
499,0,0,5,15,1,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
500,0,0,5,15,1,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
501,0,0,5,15,1,Truck to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
502,0,0,5,15,1,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
503,0,0,5,15,1,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
504,0,0,5,15,1,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
505,0,0,5,15,1,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
506,0,0,5,15,1,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
507,0,0,5,15,1,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
508,0,0,5,15,1,Truck to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
509,0,0,5,15,1,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
510,0,0,5,15,1,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
511,0,0,5,15,1,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
512,0,0,5,15,1,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
513,0,0,5,15,1,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
514,0,0,5,15,1,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
515,0,0,5,15,1,Truck to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
516,0,0,5,15,1,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
517,0,0,5,15,1,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
518,0,0,5,15,1,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
519,0,0,5,15,1,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
520,0,0,5,15,1,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
521,0,0,5,15,1,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
522,0,0,5,15,1,Truck to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
523,0,0,5,15,1,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
524,0,0,5,15,1,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
525,0,0,5,15,1,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
526,0,0,5,15,1,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
527,0,0,5,15,1,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
528,0,0,5,15,1,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
529,0,0,5,15,1,Ship to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
530,0,0,5,15,1,Ship to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
531,0,0,5,15,1,Ship to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
532,0,0,5,15,1,Ship to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
533,0,0,5,15,1,Ship to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
534,0,0,5,15,1,Ship to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
535,0,0,5,15,1,Ship to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
536,0,0,5,15,1,Ship to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
537,0,0,5,15,1,Ship to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
538,0,0,5,15,1,Ship to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
539,0,0,5,15,1,Ship to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
540,0,0,5,15,1,Ship to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
541,0,0,5,15,1,Ship to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
542,0,0,5,15,1,Ship to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
543,0,0,5,15,1,Ship to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
544,0,0,5,15,1,Ship to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
545,0,0,5,15,1,Ship to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
546,0,0,5,15,1,Ship to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
547,0,0,5,15,1,Ship to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
548,0,0,5,15,1,Ship to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
549,0,0,5,15,1,Ship to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
550,0,0,5,15,1,Ship to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
551,0,0,5,15,1,Ship to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
552,0,0,5,15,1,Ship to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
553,0,0,5,15,1,Ship to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
554,0,0,5,15,1,Ship to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
555,0,0,5,15,1,Ship to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
556,0,0,5,15,1,Ship to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
557,0,0,5,15,1,Ship to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
558,0,0,5,15,1,Ship to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
559,0,0,5,15,1,Ship to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
560,0,0,5,15,1,Ship to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
561,0,0,5,15,1,Ship to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
562,0,0,5,15,1,Ship to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
563,0,0,5,15,1,Ship to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
564,0,0,5,15,1,Ship to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
565,0,0,5,15,1,Ship to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
566,0,0,5,15,1,Ship to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
567,0,0,5,15,1,Ship to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
568,0,0,5,15,1,Ship to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
569,0,0,5,15,1,Ship to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
570,0,0,5,15,1,Ship to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
571,0,0,5,15,1,Ship to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
572,0,0,5,15,1,Ship to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
573,0,0,5,15,1,Ship to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
574,0,0,5,15,1,Ship to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
575,0,0,5,15,1,Ship to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
576,0,0,5,15,1,Ship to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
577,0,0,5,15,1,Ship to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
578,0,0,5,15,1,Ship to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
579,0,0,5,15,1,Ship to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
580,0,0,5,15,1,Ship to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
581,0,0,5,15,1,Ship to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
582,0,0,5,15,1,Ship to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
583,0,0,5,15,1,Ship to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
584,0,0,5,15,1,Ship to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
585,0,0,5,15,1,Ship to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
586,0,0,5,15,1,Ship to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
587,0,0,5,15,1,Ship to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
588,0,0,5,15,1,Ship to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
589,0,0,5,15,1,Shore to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
590,0,0,5,15,1,Shore to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
591,0,0,5,15,1,Shore to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
592,0,0,5,15,1,Shore to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
593,0,0,5,15,1,Shore to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
594,0,0,5,15,1,Shore to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
595,0,0,5,15,1,Shore to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
596,0,0,5,15,1,Shore to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
597,0,0,5,15,1,Shore to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
